Generation,Points,Steps,Ray Radius,Sight,Moving Speed,Box Weight,Weight
225,6,8,8,5.85854,68.1301,-3.457489,-34.43168
226,8,2,5,4.859954,68.28207,-17.15863,-36.51262
227,6,6,7,3.792267,67.14394,-7.509048,-36.93137
228,6,2,5,1.726991,68.67738,-10.78467,-34.66922
229,8,6,7,1.726991,68.67738,-7.072672,-35.21067
230,6,6,7,1.726991,68.67738,-10.40625,-35.21067
231,4,2,5,3.764757,68.67982,-7.74429,-32.82583
232,4,6,4,1.48665,70.60011,-10.40625,-36.68496
233,6,2,5,10.60475,65.77769,-5.939156,-34.66922
234,6,2,5,3.152132,67.20331,-8.221424,-32.82583
235,6,2,5,7.712126,65.77769,-8.031461,-34.66922
236,4,2,7,1.48665,70.60011,-15.05202,-35.01811
237,6,1,5,5.432129,65.72679,-9.764254,-32.82583
238,6,2,7,1.48665,70.60011,-18.3856,-35.01811
239,8,2,8,1.118228,73.54749,-19.6876,-35.07946
240,6,2,9,1.277866,72.27039,-15.41336,-33.2899
241,6,1,4,1.118228,73.54749,-18.3856,-35.8556
242,6,1,4,3.766647,66.06876,-10.51409,-32.80561
243,4,1,9,1.24631,72.52284,-20.66367,-33.2899
244,6,1,4,6.013197,65.92834,-10.51409,-32.80561
245,6,1,4,5.644775,68.87572,-13.67209,-32.80561
246,4,2,11,3.189441,69.15899,-1.704812,-26.03151
247,4,1,11,3.077181,71.58449,-7.903193,-27.8749
248,4,1,4,7.650985,70.65804,-13.67209,-33.22435
249,8,1,11,3.077181,71.58449,-11.23677,-27.8749
250,6,1,12,3.077181,71.58449,-11.23677,-27.8749
251,8,1,8,3.077181,71.58449,-11.23677,-29.34919
252,8,1,12,3.077181,71.58449,-17.72835,-27.8749
253,6,1,12,5.323731,69.91666,-8.19639,-26.03151
254,6,1,12,5.323731,69.91666,-11.52997,-26.03151
255,6,1,9,2.868397,71.72734,-14.68797,-27.5058
256,8,1,10,3.077181,71.58449,-24.28066,-29.41054
257,6,1,9,0.1,71.9798,-14.68797,-27.92454
258,4,1,7,5.357178,70.10797,-22.66549,-30.88483
259,6,1,13,2.977791,70.05707,-16.70739,-24.12711
260,6,1,12,0.1,70.45238,-9.977356,-24.41429
261,6,1,10,2.73745,71.9798,-19.86539,-24.12711
262,6,3,13,4.927333,71.22419,-15.09221,-26.30391
263,6,1,13,4.927333,71.22419,-21.40822,-26.30391
264,6,1,13,2.07954,74.18823,-10.62663,-20.44032
265,6,1,13,2.07954,74.18823,-13.9602,-20.44032
266,8,1,10,2.288325,72.51796,-10.62663,-20.85907
267,4,1,4,2.198211,73.23887,-10.62663,-22.61712
268,6,4,7,2.108097,72.43236,-7.586245,-22.95053
269,4,4,9,2.108097,72.43236,-4.614009,-21.22232
270,6,1,11,4.294534,74.30028,-15.08663,-20.92042
271,6,2,9,2.108097,72.43236,-11.10559,-21.22232
272,4,2,9,3.986226,75.23933,-7.77201,-21.22232
273,6,2,6,1.739675,75.37974,-11.10559,-22.69661
274,4,1,13,6.138275,75.51868,-21.62111,-20.32548
275,6,2,9,1.739675,75.37974,-9.435354,-21.02975
276,6,2,9,1.739675,75.37974,-12.76893,-21.02975
277,6,1,3,1.371253,76.7997,-8.065208,-20.85321
278,4,1,3,3.617803,76.65929,-8.065208,-20.85321
279,4,1,9,1.093603,75.23933,-15.92693,-21.02975
280,6,1,12,0.599309,75.32315,-13.80756,-18.48209
281,4,1,3,5.77424,77.23978,-11.22321,-23.03002
